Date,Open,High,Low,Close,Volume,Change,5Days,10Days,20Days,60Days,120Days,emotion,count,Escore
2017-01-02,17911,19611,17589,19290,52537,0.08243084,18086.8,17880.2,17294.55,16064.283330000002,14660.75833,0,0,19290
2017-01-03,19289,19564,19013,19060,21648,-0.011923276000000002,18389.8,17958.2,17505.8,16147.716669999998,14698.641669999999,0,0,19060
2017-01-04,18921,19196,18416,18831,31670,-0.01201469,18555.4,18063.8,17687.2,16212.033330000002,14734.61667,0,0,18831
2017-01-05,18554,19289,18554,19290,12546,0.024374701000000002,18858.4,18275.1,17898.45,16250.316669999998,14776.333330000001,0,0,19290
2017-01-06,19106,21677,19106,20714,97517,0.073820632,19437.0,18592.0,18169.45,16314.63333,14830.308330000002,0,0,20714
2017-01-09,20850,22366,20528,21954,79358,0.059862895,19969.8,19028.3,18417.5,16398.83333,14895.375,0,0,21954
2017-01-10,22045,22366,21494,21540,26363,-0.018857611,20465.8,19427.8,18628.75,16470.016669999997,14956.99167,0,0,21540
2017-01-11,21539,22089,20989,21587,24297,0.0021819870000000002,21017.0,19786.2,18814.8,16555.0,15020.141669999999,0,0,21587
2017-01-12,21677,21677,20391,20668,59046,-0.042571918,21292.6,20075.5,18957.15,16633.08333,15078.316669999998,0,0,20668
2017-01-13,20574,21079,20437,20714,16857,0.0022256629999999997,21292.6,20364.8,19074.3,16724.93333,15136.5,0,0,20714
2017-01-16,20804,20804,20161,20254,21436,-0.022207203,20952.6,20461.2,19170.7,16811.41667,15192.375,0,0,20254
2017-01-17,20253,20528,19656,20116,19990,-0.006813469,20667.8,20566.8,19262.5,16887.95,15247.1,0,0,20116
2017-01-18,20253,20253,19748,20025,15411,-0.004523762,20355.4,20686.2,19375.0,16969.08333,15302.975,0,0,20025
2017-01-19,20116,21814,20116,20760,48982,0.03670412,20373.8,20833.2,19554.15,17060.966669999998,15366.50833,0,0,20760
2017-01-20,20528,21079,20391,20760,17552,0.0,20383.0,20837.8,19714.9,17145.16667,15430.041669999999,1,1,20967
2017-01-23,20804,21172,20667,20714,13911,-0.0022158,20475.0,20713.8,19871.05,17230.15,15496.641669999999,0,0,20714
2017-01-24,20712,21539,20667,20806,14025,0.004441441,20613.0,20640.4,20034.1,17322.016669999997,15562.86667,0,0,20806
2017-01-25,20804,21126,20483,20806,10905,0.0,20769.2,20562.3,20174.25,17421.533330000002,15621.041669999999,0,0,20806
2017-01-26,20804,21033,20712,20943,13941,0.006584639000000001,20805.8,20589.8,20332.65,17537.88333,15679.216669999998,0,0,20943
2017-01-31,20758,21722,20758,21449,14421,0.024160817,20943.6,20663.3,20514.05,17653.466669999998,15743.525,0,0,21449
2017-02-01,21447,22641,21447,22413,25354,0.04494382,21283.4,20879.2,20670.2,17785.9,15818.541669999999,0,0,22413
2017-02-02,22779,24570,22182,23882,83630,0.065542319,21898.6,21255.8,20911.3,17937.45,15905.033330000002,0,0,23882
2017-02-03,23882,24019,23239,23882,32535,0.0,22513.8,21641.5,21163.85,18079.05,15992.683330000002,0,0,23882
2017-02-06,23882,23972,22872,23240,29226,-0.026882171,22973.2,21889.5,21361.35,18221.43333,16074.208330000001,0,0,23240
2017-02-07,23055,23192,22274,22551,17743,-0.02964716,23193.6,22068.6,21453.2,18343.9,16151.908330000002,0,0,22551
2017-02-08,22550,22641,21952,22597,17682,0.0020398210000000003,23230.4,22256.9,21485.35,18465.61667,16229.6,0,0,22597
2017-02-09,22595,22595,22182,22597,10316,0.0,22973.4,22436.0,21538.2,18585.8,16308.441669999998,0,0,22597
2017-02-10,22595,23928,22595,23148,41584,0.024383767999999997,22826.6,22670.2,21616.25,18712.1,16393.408330000002,0,0,23148
2017-02-13,23009,24294,23009,24205,32510,0.045662692000000005,23019.6,22996.4,21793.1,18852.966669999998,16485.275,0,0,24205
2017-02-14,24340,25581,24340,25583,51569,0.056930386,23626.0,23409.8,22036.55,19016.033330000002,16588.625,0,0,25583
2017-02-15,25535,25535,24708,25306,19926,-0.010827503,24167.8,23699.1,22289.15,19174.483330000003,16690.43333,0,0,25306
